id,car_variant,year_of_vehicle_manufacture,month_of_vehicle_manufacture,odometer_reading,odometer_reading_present,vehicle_fuel_type,registered_color,vehicle_make,vehicle_model,accidental_vehicle,city,car_valuation
412,S11,2021,2,21197.6109960007,1,Diesel,,Mahindra,Scorpio,,Panipat,1722382.203327376
298,Sigma,2017,9,,0,Petrol,,Maruti,Ignis,,Delhi,344130.1430388042
216,MAGNA 1 2 M,2012,3,,0,Petrol,,HYUNDAI,I10,,Tiruvallur,310702.1585558163
641,VXI AMT,2017,2,92921.70802841573,1,Petrol,,Maruti,Wagon R,,West Delhi,345409.9463096515
159,CNG LXI,2023,2,34349.58091273223,1,Petrol + CNG,,Maruti,Wagon R,,Thane,629632.6567476941
7,VDI,2017,4,89274.51566057529,1,Diesel,,Maruti,Swift Dzire,,Mahbubnagar,661636.8151329029
92,1.4 EXI,2012,3,,0,Diesel,,FORD,FIGO,,Tiruvallur,264457.4320750412
413,Sportz,2016,3,,0,Petrol,,Hyundai,i20,,Bangalore,593875.2938835705
472,Titanium,2020,10,,0,Petrol,,Ford,EcoSport,,GURGAON,713563.8139370106
177,ZDi Plus,2017,1,81409.17634655349,1,Diesel,,Maruti,Vitara Brezza,,Gurgaur,762557.8855989556
612,1.4 CRDi Asta,2020,3,101783.69758288216,1,Diesel,,Hyundai,i20,,Cuddalore,738063.2102982241
301,1.5 Diesel Titanium,2015,10,41257.952521183666,1,Diesel,,Ford,EcoSport,,Ludhiana,593691.6320147199
520,vxi,2021,2,30622.93589119835,1,Petrol,,Maruti,WAGON R,,Cuddalore,501781.24956799275
681,VW POLO GT 1 2 TSI,2016,10,17384.901049488275,1,Petrol,,Volkswagen,Polo GT,,Coimbatore,714497.5772817046
325,1.2 Revotron XT,2023,4,23761.6997975515,1,Petrol + CNG,,Tata,Tiago,,Delhi,812383.2967506369
433,HTK Plus D,2021,10,13406.723802421799,1,Diesel,,Kia,Seltos,,Faridabad,1509781.1253324086
107,VXI,2015,12,,0,Petrol,,Maruti,Swift,,Bangalore,469155.30165910494
304,LDi,2015,3,197943.1884718454,1,Diesel,,Maruti,Ritz,,Cuddalore,388026.677805416
30,1.1 CRDi Base,2015,3,84774.24036812638,1,Diesel,,Hyundai,Xcent,,Bagalkot,437544.74429364916
433,HTK Plus D,2022,8,13341.771553409113,1,Diesel,,Kia,Seltos,,Faridabad,1463079.2257172393
544,1.5D TIT,2014,1,,0,Diesel,,Ford,EcoSport 2013-2015,,Chitradurga,612301.604912125
129,VXI CNG,2022,2,57569.84552756479,1,Petrol + CNG,,Maruti,Celerio,,Palwal,601558.1153405943
138,GD,2015,9,64503.19894007287,1,Diesel,,Toyota,Etios Liva,,Puducherry,531033.4740631402
668,INNOVA CRYSTA 2.4 G 8S,2018,1,,0,Diesel,,TOYOTA KIRLOSKAR MOTORS LTD,INNOVA CRYSTA 2.4 G 8S,,Mahabubnagar,1671875.7251731819
686,E PETROL,2016,4,,0,Petrol,,Honda,Jazz,,TIRUVALLUR,499655.89989859494
151,PRIME T CRDI BSIV,2019,2,,0,Diesel,,HYUNDAI,GRAND I10,,Kancheepuram,448870.10320304293
255,G MT,2020,12,13863.691745964836,1,Petrol,,Toyota,Glanza,,Nagpur,827192.1145527664
273,Magna Optional 1.4 CRDi,2014,7,,0,Diesel,,Hyundai,i20 2012-2014,,Rajkot,425231.3915255249
413,Sportz,2015,3,,0,Petrol,,Hyundai,i20,,Bangalore,580914.4778137159
676,1.4 CRDi S,2016,7,81545.1159851013,1,Diesel,,Hyundai,CRETA,,Udaipur,893110.7393665422
386,1.2 Revotron XZ Plus,2020,9,84964.65936988,1,Petrol,,Tata,Tiago,,Faridabad,450118.54953319184
274,ZLX,2018,8,83526.80268728129,1,Diesel,,Mahindra,Bolero Power Plus,,Ludhiana,652011.306643412
775,1.5 V i DTEC,2017,6,81013.09344265443,1,Diesel,,Honda,Jazz,,Mangalore,633717.760789424
32,VXI,2018,7,,0,Petrol,,MARUTI SUZUKI INDIA LTD,SWIFT,,Kancheepuram,675857.179979417
497,Vxi,2021,6,2319.278545998057,1,Petrol,,Maruti,Celerio,,Salem,500713.2030036119
369,XF 3 0L Premium Luxury,2013,6,73668.15396555494,1,Diesel,,Jaguar,XF,,Chennai,2809401.659116851
162,HYUNDAI  CRETA 1 6 CRDI SX,2014,11,,0,Diesel,,HYUNDAI,HYUNDAI  CRETA 1 6 CRDI SX,,Villupuram,900824.4747104874
694,2.5 VX (Diesel) 7 Seater,2013,12,,0,Diesel,,Toyota,Innova,,Bangalore,1121125.2678071596
92,1.4 EXI,2011,4,,0,Diesel,,FORD,FIGO,,Tiruvallur,260178.91081098112
69,AMT VXI BSIV,2020,1,27510.51234990849,1,Petrol,,Maruti,SWIFT,,Mahabubnagar,638412.5181461213
244,2WD,2019,8,53799.8438946082,1,Diesel,,Isuzu,MUX,,Bang441,2353765.2868686793
388,XE,2020,9,63022.21654341864,1,Diesel,,Tata,Bolt,,Hoshiarpur,507271.58708534203
22,HYBRID DELTA,2018,5,120009.6543695952,1,Diesel,,Maruti,Ciaz Hybrid,,Delhi,505619.97945777845
246,Era,2014,7,80700.23051883755,1,Petrol,,Hyundai,EON,,Khopoli,267351.91312315187
444,XM,2018,6,,0,Diesel,,Tata,Nexon,,NEW DELHI,662492.6541255614
741,E MPI STD BSIV,2014,10,144397.10369824138,1,Petrol,,Maruti,Omni,,Tarikere,247422.34943481119
381,Sportz AT,2016,12,79119.2460499892,1,Diesel,,Hyundai,i10,,Junagadh,444674.6353225809
282,HTK Plus G,2020,8,59225.933656066496,1,Diesel,,Kia,Seltos,,Palwal,1293953.7818702427
235,RxL,2020,4,27895.367043823106,1,Petrol,,Renault,Triber,,Junagadh,647428.2283435217
375,M8,2019,2,25852.10329413613,1,Diesel,,Mahindra,Marazzo,,Coimbatore,1433745.251921614
471,1.5 E MT,2014,1,104729.52384979295,1,Diesel,,Honda,City,,Vijayapura,515035.6393457764
26,1.4 CRDI MT S,2019,11,45063.37052581995,1,Diesel,,Hyundai,Venue,,Amravati,815900.8359708857
704,85PS Diesel STD,2013,9,65335.35793481967,1,Petrol,,Renault,Duster,,Thane,516032.2517437124
630,i-DTEC VX,2014,5,106721.24148759166,1,Diesel,,Honda,City,,Salem,746596.5146794275
757,RXT,2014,11,,0,Petrol,,RENAULT,KWID,,Chennai,321915.54747174075
687,1.2 TSI,2018,12,,0,Petrol,,Volkswagen,POLO GT,,Bangalore,980927.9274385822
702,W8 AWD,2013,4,,0,Diesel,,Mahindra,XUV500 2011-2015,,Rajkot,696086.819992775
652,BALENO DELTA,2019,2,,0,Diesel,,Maruti,BALENO DELTA,,Hyderabad,685468.3314372196
544,1.5D TIT,2012,1,,0,Diesel,,Ford,EcoSport 2013-2015,,Chitradurga,563214.1874462763
13,VDI,2016,5,92209.78845656563,1,Diesel,,Maruti,ERTIGA,,Bhayander,784024.0792965388
34,G,2014,12,54821.94450002608,1,Petrol,,Toyota,Etios,,Puducherry,445034.2678501008
644,SWIFT VDI,2013,6,,0,Diesel,,MARUTI SUZUKI INDIA LTD,SWIFT VDI,,Rajkot,318698.04105923197
69,AMT VXI BSIV,2020,3,27847.804038615493,1,Petrol,,Maruti,SWIFT,,Mahabubnagar,660161.503285249
524,Accomplished MT,2021,11,20885.642696278428,1,Petrol,,Tata,Punch,,Karanja,791650.7306069282
11,ACTIVE CRDI SX BS4,2016,5,,0,Diesel,,HYUNDAI,I20,,Pudukkottai,653211.4760261485
620,1.2 Revotron XM,2019,2,59024.406494362476,1,Petrol,,Tata,Nexon,,Ghaziabad,617723.328664465
413,Sportz,2017,4,,0,Petrol,,Hyundai,i20,,Bangalore,588666.0839178171
562,LXI CNG,2022,11,15409.175401375041,1,Petrol + CNG,,Maruti,WAGON R,,Pune,636363.8745346296
106,1.4 CRDi Asta,2016,5,148532.58509849547,1,Diesel,,Hyundai,i20,,Tiruppur,543280.9380278108
142,LXI CNG,2018,1,,0,Petrol + CNG,,Maruti,Wagon R,,Delhi,483125.01156191167
728,VX,2021,2,47603.35686083454,1,Diesel,,Tata,Safari,,Andheri West,1967583.2435223216
553,SX CRDi AT,2012,10,,0,Diesel,,Hyundai,Verna 2011-2014,,Hyderabad,548259.3801044706
222,mFALCON D75 K8,2017,4,54473.7974933492,1,Diesel,,Mahindra,KUV 100,,Kodgu,686981.7881236386
158,VXI CNG,2021,1,43218.9457584442,1,Petrol + CNG,,Maruti,Ertiga,,Delhi,1004094.1553456809
376,Vxi,2020,11,50044.91503535754,1,Petrol,,Maruti,S-Presso,,Udaipur,506860.4400456601
566,LXi,2021,7,46051.64212006036,1,Petrol + CNG,,Maruti,Alto,,Ghaziabad,436399.20914452063
8,S,2022,6,34410.23617444073,1,Petrol,,Hyundai,Creta,,Baghpat,1329079.0640644012
632,XM,2017,7,,0,Petrol,,Tata,Nexon,,Bangalore,660634.1491900875
502,1.5 V MT O,2014,6,,0,Diesel,,HONDA CARS INDIA LTD,MOBILIO,,Mysuru,453483.5459868019
510,1.2 CRDi Sportz,2017,12,22907.07732222781,1,Petrol,,Hyundai,Grand i10,,Puducherry,521499.74467034877
107,VXI,2015,11,,0,Petrol,,Maruti,Swift,,Bangalore,467691.46736656135
353,W8,2021,4,34024.4343233754,1,Diesel,,Mahindra,XUV300,,Ahmedabad,1243065.5180206501
532,LXi,2020,1,35864.14558377215,1,Petrol,,Maruti,Swift,,Ghaziabad,519509.593751505
34,G,2013,11,56354.5907237779,1,Petrol,,Toyota,Etios,,Puducherry,474875.05624110514
473,Zeta,2020,6,61933.14480683659,1,Petrol,,Maruti,BALENO,,Baramati,692397.6217966047
286,ALPHA PETROL,2020,7,,0,Petrol,,Maruti,Baleno,,Bangalore,809577.303194766
591,S,2019,6,16470.57388203805,1,Petrol,,Hyundai,Venue,,Nagpur,795159.8586065384
754,Asta 1.4 CRDi,2016,10,117537.89509601159,1,Diesel,,Hyundai,i20,,Jamnagar,515144.0893183415
268,RAPID ELEGANCE PLUS 1.5 TDI,2016,5,,0,Diesel,,Skoda,RAPID ELEGANCE PLUS 1.5 TDI,,Warangal,599565.900380548
467,PRIME T CRDI BSIV,2017,3,,0,Diesel,,HYUNDAI,GRAND I10,,Chennai,480653.6657620482
96,Vxi,2021,3,13230.002694349605,1,Petrol,,Maruti,WAGON R,,Agra,585635.6978259691
482,Delta,2020,11,22936.216476752652,1,Petrol,,Maruti,Baleno,,Kolar,807717.4257392082
302,SMT,2012,4,,0,Petrol,,Honda,Brio 2011-2013,,Palam,215427.52934113363
116,XE 85 PS,2016,2,,0,Diesel,,Nissan,Terrano 2013-2017,,Coimbatore,732084.786081015
307,CNG LXI Opt,2022,1,50766.64093808739,1,Petrol + CNG,,Maruti,Wagon R,,Delhi,548528.4957150539
598,VXI AMT,2018,8,55981.5878775925,1,Petrol,,Maruti,SWIFT,,Pune,476059.2457648105
657,1.5 SV MT I DTEC,2013,8,,0,Diesel,,HONDA,CITY,,Chennai,696892.9144323071
415,1 2 MT Highline,2014,2,,0,Petrol,,VOLKSWAGEN,POLO,,Tiruvallur,499327.1806999489
353,W8,2023,4,31148.98359442466,1,Diesel,,Mahindra,XUV300,,Ahmedabad,1305515.9803733942
395,DELTA BSIV,2016,7,,0,Diesel,,MARUTI SUZUKI INDIA LTD,S CROSS,,Chennai,640827.5451901095
432,1.6 CRDI,2012,5,,0,Diesel,,Hyundai,Verna 2011-2014,,Rajkot,443114.61817265855
121,Delta,2016,1,44244.52304326145,1,Petrol,,Maruti,Baleno,,Bangalore,538646.5832088097
497,Vxi,2023,8,2322.0900394532528,1,Petrol,,Maruti,Celerio,,Salem,511461.75975843467
480,ZXi,2021,12,10713.928644130432,1,Petrol,,Maruti,Celerio,,Thane,664783.0561223133
150,Vxi,2014,6,70909.87059697806,1,Petrol + CNG,,Maruti,Alto K10,,Faridabad,260006.62528453793
34,G,2013,10,59939.68465030408,1,Petrol,,Toyota,Etios,,Puducherry,478102.08982007246
506,1.5 Diesel Titanium,2013,11,79476.14213007201,1,Diesel,,Ford,EcoSport,,Hosur,621442.8779390578
652,BALENO DELTA,2017,2,,0,Diesel,,Maruti,BALENO DELTA,,Hyderabad,680603.3627809883
688,VX i-DTEC,2018,6,78066.33209532872,1,Diesel,,Honda,Amaze,,Jaipur,759249.046987778
94,AMT ZXI BS IV,2019,11,73203.4127180078,1,Petrol,,Maruti,Dzire,,Shivpuri,793425.2833559442
401,Delta,2022,11,25750.772474336798,1,Petrol,,Maruti,Baleno,,Gautam Buddha Nagar,694311.2575385119
89,1.5 S MT,2017,3,60481.462546425704,1,Petrol,,Honda,City,,Faridabad,1002165.9831353177
564,85PS Diesel RxL,2014,6,,0,Diesel,,Renault,Duster 2015-2016,,Delhi,694987.2366569492
604,XZ,2020,7,16887.515636921536,1,Petrol,,Tata,Altroz,,Udaipur,793733.2633523779
429,HTX G,2020,1,18905.870866441182,1,Petrol,,Kia,Seltos,,North Delhi,1198975.317175382
76,Vxi BSIV,2015,9,160008.05672452165,1,Petrol + CNG,,Maruti,Swift,,Rajkot,456819.8418446743
5,1.2 VTVT SX,2015,8,37249.80372942778,1,Petrol,,HYUNDAI,Xcent,,Coimbatore,429918.78895319736
189,5 Seater AC,2020,7,27436.476526590068,1,Petrol + CNG,,Maruti,Eeco,,Ghaziabad,468507.69100399705
480,ZXi,2021,12,11437.174320438264,1,Petrol,,Maruti,Celerio,,Thane,696983.9380588426
767,VDi,2013,5,72816.83746283434,1,Diesel,,Maruti,Swift,,Rajkot,449195.4468475144
376,Vxi,2020,9,45479.46551511731,1,Petrol,,Maruti,S-Presso,,Udaipur,489142.4290171741
649,N6,2016,5,48929.274315054485,1,Diesel,,Mahindra,NuvoSport,,South Delhi,342637.56936014275
503,1.6 CRDi SX Option,2019,5,27440.980439694118,1,Diesel,,Hyundai,Verna,,Jaipur,966862.451306792
469,RAPID AMBITION TDI,2012,3,,0,Diesel,,Skoda,RAPID AMBITION TDI,,Hyderabad,451350.05095868
727,VX,2012,9,97611.8971187286,1,Diesel,,Tata,Safari Storme,,Pune,530141.7847421065
69,AMT VXI BSIV,2019,2,29100.07045575561,1,Petrol,,Maruti,SWIFT,,Mahabubnagar,653528.2147362379
69,AMT VXI BSIV,2019,1,26781.00208210781,1,Petrol,,Maruti,SWIFT,,Mahabubnagar,631238.4555157083
487,T,2014,1,72174.91503146058,1,Petrol,,Datsun,GO,,Delhi,249890.59350836245
699,LXI CNG,2020,5,48483.54946909311,1,Petrol + CNG,,Maruti,WAGON R,,Gwalior,570116.6617073789
342,SMART HYBRID VXI,2020,12,,0,Petrol,,MARUTI SUZUKI INDIA LTD,ERTIGA,,Kancheepuram,921246.1564048437
338,2.2 Litre Luxury,2014,9,48203.931938947746,1,Diesel,,Jaguar,XF,,Chennai,2139353.6436725864
462,AMAZE 1 5 V MT  I DTEC,2019,7,,0,Diesel,,HONDA,HONDA AMAZE,,Puducherry,704387.9344727263
88,1 6 VTVT SXP,2014,8,,0,Petrol,,HYUNDAI,CRETA 1 6 VTVT SXP,,Coimbatore,991080.3805141187
482,Delta,2020,12,25264.90662973685,1,Petrol,,Maruti,Baleno,,Kolar,808628.0012130467
759,Camper,2015,7,160764.99918789565,1,Diesel,,Mahindra,Bolero,,Bangalore,504349.6518786009
661,Zeta,2021,10,31615.097780704244,1,Petrol,,Maruti,Baleno,,Udaipur,727161.5741306267
398,VXI 1.2,2021,3,39889.72788673734,1,Petrol,,Maruti,Dzire,,Delhi,746990.5106644736
245,LXI,2018,12,28631.69421085048,1,Petrol,,Maruti,ALTO,,Udaipur,381396.967068314
779,1.0 RXL AMT,2022,3,26491.577638228013,1,Petrol,,Renault,KWID,,Bhilwara,400422.87579325907
82,1.6 VTVT S,2016,7,73682.47717238225,1,Petrol,,Hyundai,Creta,,Delhi,887536.6369737444
336,1.5 S MT,2014,4,125372.70128393192,1,Diesel,,Honda,City,,Chennai,624802.3625050304
593,2.5 G E4,2013,5,,0,Diesel,,Toyota,Innova 2.5G,,Bangalore,856685.6961579333
510,1.2 CRDi Sportz,2017,10,19327.392611136744,1,Petrol,,Hyundai,Grand i10,,Puducherry,547700.8740404762
416,1.4 CRDi,2019,8,42786.801792487684,1,Diesel,,Hyundai,Venue,,Lucknow,877683.255870742
15,7 Seater STD,2018,10,20225.356691019617,1,Petrol,,Maruti,Eeco,,Pune,412851.2014830618
538,VXi AT,2019,5,44224.07807167179,1,Petrol,,Maruti,Swift,,Udaipur,611861.8981339182
540,CIAZ,2017,3,,0,Petrol,,Maruti,Ciaz S,,Bangalore,705174.2599864135
399,Asta,2015,7,,0,Petrol,,Hyundai,Grand i10 2013-2016,,MANSOORABAD,415138.53815688856
203,Sigma,2020,5,29744.11481327156,1,Petrol + CNG,,Maruti,Baleno,,Faridabad,606313.091794127
688,VX i-DTEC,2019,5,83994.23883782087,1,Diesel,,Honda,Amaze,,Jaipur,789015.5028667718
348,Magna,2018,2,89454.06265417568,1,Petrol + CNG,,Hyundai,Grand i10,,Pune,449022.12074098754
23,XMS 1 2 RT 90PS ABS,2016,1,,0,Petrol,,TATA,ZEST,,Kancheepuram,362497.5164272808
647,ZDi,2018,4,57456.75264567586,1,Diesel,,Maruti,Vitara Brezza,,Meerut,794424.5791112373
752,HIGHLNE,2013,6,,0,Diesel,,Volkswagen,Polo,,Rajkot,470944.6838525971
686,E PETROL,2015,6,,0,Petrol,,Honda,Jazz,,TIRUVALLUR,455337.65039171535
118,EECO 5 SEATER WITH AC HTR,2016,6,,0,Petrol + CNG,,Maruti,Eeco,,Rajkot,370256.2575628315
503,1.6 CRDi SX Option,2019,4,27494.895508713555,1,Diesel,,Hyundai,Verna,,Jaipur,948012.3387060513
69,AMT VXI BSIV,2020,2,28319.758531320556,1,Petrol,,Maruti,SWIFT,,Mahabubnagar,629393.21390048
303,VXI Optional,2016,7,140760.52413358368,1,Petrol,,Maruti,Alto K10,,Udaipur,221393.03664562324
123,SX,2021,10,71693.38417935814,1,Diesel,,Hyundai,CRETA,,Hyderabad,1807357.189628756
485,DCI RXZ JSRGW4,2015,6,,0,Diesel,,RENAULT NISSAN,RENAULT LODGY,,Cuddalore,581112.3661752013
57,MAHINDRA BOLERO ZLX,2016,3,,0,Diesel,,Mahindra and Mahindra limited,MAHINDRA BOLERO ZLX,,Coimbatore,651610.1152757204
166,RxL,2021,6,6550.306801649294,1,Petrol,,Renault,Triber,,Viluppuram,594659.86289381
279,E MPI STD BSIV,2018,4,22829.957775984167,1,Petrol,,Maruti,Omni,,Salem,285613.36173148226
52,i VTEC VX,2016,5,87997.0285719936,1,Petrol,,Honda,City,,Udaipur,482439.4561568354
416,1.4 CRDi,2019,6,42772.70049309578,1,Diesel,,Hyundai,Venue,,Lucknow,870726.1329371291
370,1.6 VTVT,1980,3,,0,Petrol,,Hyundai,Verna 2011-2014,,Rajkot,415291.0213974192
616,7 SEATER W/O AC,2020,9,,0,Petrol + CNG,,Maruti,Eeco,,Karawal Nagar,402263.5767618189
1,RXL DCI BS,2015,1,,0,Diesel,,RENUALT,DUSTER,,Chennai,773025.8517912425
290,1 5D TIT P MT BSIV,2016,6,84174.886350517,1,Diesel,,Ford,EcoSport,,Salem,757746.6146411089
269,GREEN VXI,2018,8,,0,Petrol,,MARUTI,ERTIGA,,Palghar,691473.19374239
7,VDI,2018,3,106794.29793629286,1,Diesel,,Maruti,Swift Dzire,,Mahbubnagar,651967.2994870791
593,2.5 G E4,2015,5,,0,Diesel,,Toyota,Innova 2.5G,,Bangalore,924022.9930073859
491,1.4 CRDi S,2017,6,102333.25266795213,1,Diesel,,Hyundai,CRETA,,Udaipur,876059.9054127153
701,1.2 mt crdi sx o,2021,1,,0,Diesel,,Hyundai,aura,,Kurnool,875627.2005167371
475,VDi,2015,8,173637.4829139219,1,Diesel,,Maruti,Vitara Brezza,,Mumbai,609887.1353377071
92,1.4 EXI,2011,3,,0,Diesel,,FORD,FIGO,,Tiruvallur,246683.7279319793
404,HONDA BRIO 1 2 VXAT,2013,4,,0,Petrol,,HONDA CARS LTD,HONDA BRIO 1 2 VXAT,,Coimbatore,402630.15691570245
564,85PS Diesel RxL,2016,4,,0,Diesel,,Renault,Duster 2015-2016,,Delhi,696799.8954224268
144,1.6 CRDi SX Option,2018,11,124952.55231785553,1,Diesel,,Hyundai,CRETA,,Nagpur,1011125.0983260485
230,1.0L MPI,2019,9,,0,Petrol,,Volkswagen,Polo,,Bangalore,802244.887606893
316,Vxi,2014,8,83424.3437028953,1,Petrol,,Maruti,Swift,,Jaipur,431839.68137776025
282,HTK Plus G,2021,8,62188.81972457423,1,Diesel,,Kia,Seltos,,Palwal,1300642.3604216822
627,LXi,2022,4,1181.7042310046863,1,Petrol,,Maruti,Swift,,Delhi,615672.5774834551
425,1.0 Ecoboost Titanium,2014,6,65645.92808753501,1,Petrol,,Ford,EcoSport,,Sangli,442179.0772586193
215,Sigma,2018,8,65726.34373945375,1,Petrol,,Maruti,Baleno,,Lucknow,506646.1801739496
498,SX Diesel,2023,1,27505.07535147935,1,Diesel,,Hyundai,Venue,,Arni,1118874.525905771
229,ZDi,2013,5,216101.21018916706,1,Diesel,,Maruti,ERTIGA,,Bangalore,569021.746841526
143,VXi,2015,1,,0,Petrol,,Maruti,Ritz,,Bangalore,293377.89982544107
416,1.4 CRDi,2019,6,50410.847001202696,1,Diesel,,Hyundai,Venue,,Lucknow,884389.50413178
256,Titanium,2016,7,,0,Diesel,,Ford,Ecosport,,Bangalore,843292.2790098052
338,2.2 Litre Luxury,2012,7,49981.51911008967,1,Diesel,,Jaguar,XF,,Chennai,2147318.5306053674
20,Alpha,2018,3,43502.05591760068,1,Petrol,,Maruti,Baleno,,Gurgaon,651959.4958378966
376,Vxi,2021,9,52606.97379282184,1,Petrol,,Maruti,S-Presso,,Udaipur,515819.19602067047
110,VXI BS IV,2014,3,,0,Petrol,,Maruti,Wagon R,,Bangalore,406343.5928939286
113,LXi,2020,3,30219.249096894557,1,Petrol,,Maruti,ALTO 800,,Udaipur,329009.63899016316
471,1.5 E MT,2013,1,100539.67011314121,1,Diesel,,Honda,City,,Vijayapura,501989.0072987945
537,2.4 GX 7 STR,2018,3,134161.39090646958,1,Diesel,,Toyota,Innova / Crysta,,Cuddalore,1554675.5075920925
380,GTX Plus,2021,1,34659.79491086141,1,Diesel,,Kia,Seltos,,Chennai,1901177.7954270416
90,LXI Option,2014,10,,0,Petrol,,Maruti,Swift 2014-2021,,NEW DELHI,323817.82114307105
361,Vxi,2021,4,16665.189317237415,1,Petrol,,Maruti,Swift,,Faridabad,665120.6880814447
729,zxi,2012,10,,0,Petrol,,Maruti,ERTIGA,,Malad East,537425.2937034129
281,2 5 G,2015,6,,0,Diesel,,TOYOTA,INNOVA,,Chennai,1260730.8418968667
586,ASTA 1.4 CRDI,2017,1,,0,Petrol,,Hyundai,I20 ASTA 1.4 CRDI,,Bangalore,722657.8986581126
726,LXi,2021,7,49637.24100174115,1,Petrol,,Maruti,Swift,,Faridabad,565472.9021873414
75,LXI CNG,2018,6,43693.12756596318,1,Petrol + CNG,,Maruti,Wagon R,,Ghaziabad,477152.0220103361
59,1.6 SX Diesel,2016,10,110867.65813452016,1,Diesel,,Hyundai,Creta,,Ludhiana,843337.33840258
644,SWIFT VDI,2013,7,,0,Diesel,,MARUTI SUZUKI INDIA LTD,SWIFT VDI,,Rajkot,333194.6488619525
520,vxi,2020,3,31325.177639564383,1,Petrol,,Maruti,WAGON R,,Cuddalore,494518.0947500834
157,1.6 CRDI SX,2018,7,80578.75212495413,1,Diesel,,Hyundai,Verna,,Gurdwara Patiala,889702.7954103017
92,1.4 EXI,2013,2,,0,Diesel,,FORD,FIGO,,Tiruvallur,254361.47171199805
179,S i-VTEC,2022,7,109067.98208995021,1,Petrol,,Honda,Amaze,,Ghaziabad,681492.817753126
347,SX,2024,6,92.97069577683243,1,Petrol,,Hyundai,Verna,,Sultanpur,1352841.0813122385
612,1.4 CRDi Asta,2018,5,108083.168707927,1,Diesel,,Hyundai,i20,,Cuddalore,727486.4569447589
454,LXI Optional,2016,12,42411.31143585076,1,Petrol,,Maruti,Alto K10,,Ghaziabad,255234.381516303
735,CDI,2014,12,,0,Diesel,,Mercedes-Benz,C220,,Rajkot,1583134.2182717507
319,1.6 CRDi S Option,2015,7,55911.50320807414,1,Diesel,,Hyundai,Verna,,Bengaluru,545643.5382705873
166,RxL,2022,8,6510.1543169931265,1,Petrol,,Renault,Triber,,Viluppuram,575499.1472888113
129,VXI CNG,2022,1,54285.291688121404,1,Petrol + CNG,,Maruti,Celerio,,Palwal,642401.6970374367
525,1.5 TDI Highline Plus,2015,6,73082.00135696112,1,Diesel,,Volkswagen,Vento,,Nashik,462095.1263808037
512,7 Seater STD,2023,1,40156.10902565628,1,Petrol,,Maruti,Eeco,,Ghaziabad,501740.23372499336
406,S6 7 Seater,2018,2,,0,Diesel,,Mahindra,MAHINDRA SCORPIO S6+ 1.99IH2WD,,New Delhi,542552.366749722
538,VXi AT,2020,6,42258.169461518955,1,Petrol,,Maruti,Swift,,Udaipur,604889.8669280462
388,XE,2019,9,66470.39044518037,1,Diesel,,Tata,Bolt,,Hoshiarpur,494726.1495502498
733,W7,2019,8,68392.98333540098,1,Diesel,,Mahindra,XUV500,,Tiruppur,1366585.2940306312
530,S5,2022,8,37801.73720704499,1,Diesel,,Mahindra,Scorpio,,Delhi,1300403.490884714
498,SX Diesel,2021,2,32581.010175230498,1,Diesel,,Hyundai,Venue,,Arni,1172593.6195469536
8,S,2022,4,38421.414249974565,1,Petrol,,Hyundai,Creta,,Baghpat,1274383.9322853985
40,1.5 CRDI MT EX,2020,2,79352.02237667183,1,Diesel,,Hyundai,Creta,,Gonda,1266519.4152067835
303,VXI Optional,2014,7,162420.68360815474,1,Petrol,,Maruti,Alto K10,,Udaipur,217430.40445002666
40,1.5 CRDI MT EX,2022,1,77869.85910726865,1,Diesel,,Hyundai,Creta,,Gonda,1285996.7351863696
363,CIAZ S,2018,2,,0,Petrol,,Maruti,Ciaz s,,Bangalore,689961.7879909666
282,HTK Plus G,2021,7,61654.36510693337,1,Diesel,,Kia,Seltos,,Palwal,1275980.5997504203
177,ZDi Plus,2017,1,73883.4445196363,1,Diesel,,Maruti,Vitara Brezza,,Gurgaur,832142.0572560627
485,DCI RXZ JSRGW4,2017,5,,0,Diesel,,RENAULT NISSAN,RENAULT LODGY,,Cuddalore,606478.6865865242
752,HIGHLNE,2013,5,,0,Diesel,,Volkswagen,Polo,,Rajkot,462501.87823933986
603,RXZ,2021,6,18362.85153527804,1,Petrol,,Renault,Triber,,Pune,683739.5434336939
640,WR V 1.2 VX MT,2017,10,,0,Petrol,,Honda,WR V 1.2 VX MT,,Hyderabad,540239.8111170339
214,ZDI,2019,6,70689.65950406471,1,Diesel,,Maruti,SWIFT,,Pune,731921.5919146632
438,1 2 MPI COMFORTLINE,2014,7,,0,Petrol,,VOLKSWAGEN,POLO,,Chennai,448961.2839200334
503,1.6 CRDi SX Option,2020,4,27355.745586658966,1,Diesel,,Hyundai,Verna,,Jaipur,1030232.2723990383
720,Asta 1.4 CRDi,2017,2,87654.65748242021,1,Diesel,,Hyundai,Elite i20,,Jalgaon,531177.68191914
217,LXi,2017,3,96648.21451313453,1,Petrol + CNG,,Maruti,WAGON R,,Pune,407901.16907194717
520,vxi,2019,2,26535.78869733294,1,Petrol,,Maruti,WAGON R,,Cuddalore,516915.4829135064
380,GTX Plus,2021,2,37899.00820025605,1,Diesel,,Kia,Seltos,,Chennai,1958905.988881008
382,5 Seater AC,2018,11,60610.0833289265,1,Petrol + CNG,,Maruti,Eeco,,Pune,469509.9565735718
201,RXZ,2016,7,90413.973019573,1,Diesel,,Renault,Duster,,Villupuram,764143.5254166484
